exchange,universe,strategy,kama_p,tsmom_p,btc_ma_p,return,sharpe,mdd,trades
binance_spot,btc_only,kama_only,20,30,50,5.5234767434863725,0.6034988263190894,-0.6533477330037952,304
binance_spot,btc_only,tsmom_only,5,90,30,6.531921616270389,0.6074078307380251,-0.6858370102714944,114
binance_spot,btc_only,tsmom_only,10,60,30,15.721575656362102,0.7730404701365994,-0.6636420655893749,153
binance_spot,btc_only,tsmom_only,20,30,50,10.297207182757502,0.6982560153115923,-0.7822417854070772,245
binance_spot,btc_only,kama_or_tsmom,5,90,30,1.1173010690352232,0.3707697911163173,-0.8363717392451895,322
binance_spot,btc_only,kama_or_tsmom,10,60,30,5.667779620338501,0.5692549879499881,-0.8085969083156914,279
binance_spot,btc_only,kama_or_tsmom,20,30,50,8.704878200788364,0.6500273121296363,-0.7469577196681239,273
binance_spot,btc_only,kama_and_tsmom,5,90,30,0.7907176413241704,0.3056722807770926,-0.7160575578375885,364
binance_spot,btc_only,kama_and_tsmom,10,60,30,1.630272459785865,0.40638904836403705,-0.6230879738835391,302
binance_spot,btc_only,kama_and_tsmom,20,30,50,6.685492781878732,0.6696185333826873,-0.5458672454634214,274
binance_spot,btc_only,or_loose,5,90,30,2.777514199349632,0.47604666792440115,-0.6927264990064492,310
binance_spot,btc_only,or_loose,10,60,30,6.77842978211007,0.6314423618932686,-0.7319082146594941,280
binance_spot,btc_only,or_loose,20,30,50,44.444771310461135,0.9986503238398066,-0.625785213043024,172
binance_spot,top5,buy_hold,5,90,30,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top5,buy_hold,10,60,30,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top5,buy_hold,20,30,50,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top5,kama_only,5,90,30,-0.9814853720677149,-0.35762329035302204,-0.9917535087539984,1559
binance_spot,top5,kama_only,10,60,30,-0.8276994695274745,-0.14319165227959646,-0.9464025051523752,1083
binance_spot,top5,kama_only,20,30,50,0.8007473710037982,0.32339627339164,-0.8170300636076313,753
binance_spot,top5,tsmom_only,5,90,30,0.06977982320027805,0.23630654686903363,-0.8677289817787985,335
binance_spot,top5,tsmom_only,10,60,30,-0.18157286741673043,0.17951112033954364,-0.846822735063914,501
binance_spot,top5,tsmom_only,20,30,50,-0.4480958845448628,0.09717434237264476,-0.8660073790164496,713
binance_spot,top5,kama_or_tsmom,5,90,30,0.7152776286675009,0.34424599037752796,-0.8640461643110842,647
binance_spot,top5,kama_or_tsmom,10,60,30,1.370731182882909,0.38492361438272843,-0.8006936286915088,625
binance_spot,top5,kama_or_tsmom,20,30,50,1.0163015678200569,0.35247538526270983,-0.8637532910132124,635
binance_spot,top5,kama_and_tsmom,5,90,30,-0.9836414323321887,-0.8044721590954533,-0.9922797758656215,1173
binance_spot,top5,kama_and_tsmom,10,60,30,-0.8101472841123617,-0.18375824641182884,-0.9289364950514784,863
binance_spot,top5,kama_and_tsmom,20,30,50,-0.13597301288854305,0.16951088569520878,-0.8821863715711071,801
binance_spot,top5,or_loose,5,90,30,1.1097498442411773,0.3490370651564265,-0.7216349965805209,974
binance_spot,top5,or_loose,10,60,30,5.331372731378753,0.6273879583697625,-0.5846443883318686,818
binance_spot,top5,or_loose,20,30,50,9.240128675194043,0.7037119063498413,-0.718138145024129,559
binance_spot,top10,buy_hold,5,90,30,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top10,buy_hold,10,60,30,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top10,buy_hold,20,30,50,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top10,kama_only,5,90,30,-0.24226549509132447,0.2625481041773056,-0.924773952573756,2667
binance_spot,top10,kama_only,10,60,30,0.023257578894788095,0.2877060634134623,-0.925900638767882,1827
binance_spot,top10,kama_only,20,30,50,9.254846085803777,0.6003861564533075,-0.8508185919269429,1295
binance_spot,top10,tsmom_only,5,90,30,0.23010323949066042,0.32822904393029306,-0.8789972101033439,450
binance_spot,top10,tsmom_only,10,60,30,0.8150658244524442,0.37561729644311714,-0.8812376285802734,643
binance_spot,top10,tsmom_only,20,30,50,2.8918711506167027,0.4571810598376338,-0.8856885210257642,1089
binance_spot,top10,kama_or_tsmom,5,90,30,4.494307254797268,0.5299338266119611,-0.8541821841225467,1303
binance_spot,top10,kama_or_tsmom,10,60,30,2.149821102898441,0.45477445658094584,-0.8870761783727136,1028
binance_spot,top10,kama_or_tsmom,20,30,50,1.5024024445405977,0.39934790792888447,-0.8764790205427813,1126
binance_spot,top10,kama_and_tsmom,5,90,30,-0.8908208804476307,-0.08864770568412489,-0.9497332469590342,1813
binance_spot,top10,kama_and_tsmom,10,60,30,-0.9432880921364587,-0.2053017440314706,-0.9806345505944191,1337
binance_spot,top10,kama_and_tsmom,20,30,50,20.387696200331124,0.6833567934664408,-0.8331896364598212,1203
binance_spot,top10,or_loose,5,90,30,7.644186992011187,0.627476880606347,-0.6908416773894823,2066
binance_spot,top10,or_loose,10,60,30,19.89388965060631,0.8133596696833173,-0.6672431156799378,1752
binance_spot,top10,or_loose,20,30,50,117.96268024212837,0.9049724810007332,-0.685214981644788,1073
binance_spot,top20,buy_hold,5,90,30,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top20,buy_hold,10,60,30,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top20,buy_hold,20,30,50,14.273718129446765,0.6783955590812514,-0.870218555777809,2
binance_spot,top20,kama_only,5,90,30,-0.6703031377760129,0.19140793198283,-0.9614786806708769,3489
binance_spot,top20,kama_only,10,60,30,0.3081063023286486,0.33691240302979214,-0.9064248876184527,2287
binance_spot,top20,kama_only,20,30,50,4.7116192799629735,0.5306136083022538,-0.8929470270659361,1583
binance_spot,top20,tsmom_only,5,90,30,0.14400050403295553,0.32424478233015,-0.8795174769473412,516
binance_spot,top20,tsmom_only,10,60,30,5.15175863675132,0.5450932218799359,-0.8012144160391853,799
binance_spot,top20,tsmom_only,20,30,50,1.5737015140350605,0.4183449663686632,-0.9006294664595472,1381
binance_spot,top20,kama_or_tsmom,5,90,30,3.025562378537721,0.4917509812652333,-0.8897930686116821,1825
binance_spot,top20,kama_or_tsmom,10,60,30,0.4266536214047919,0.3428214734622669,-0.8972697894983804,1449
binance_spot,top20,kama_or_tsmom,20,30,50,0.5231488925734206,0.35985709527412657,-0.9331738831720388,1491
binance_spot,top20,kama_and_tsmom,5,90,30,-0.8506298274513416,-0.011583519514390947,-0.9322804666135409,2115
binance_spot,top20,kama_and_tsmom,10,60,30,-0.7787751153762126,0.055910548277172956,-0.9511155918223763,1633
binance_spot,top20,kama_and_tsmom,20,30,50,16.408073825198816,0.6582673721779222,-0.9003726173200595,1463
binance_spot,top20,or_loose,5,90,30,9.036465583451099,0.6466921354460453,-0.7532357600327633,2890
binance_spot,top20,or_loose,10,60,30,40.678129801999425,0.9148803024647796,-0.6780647029372239,2456
binance_spot,top20,or_loose,20,30,50,87.60455974626973,0.9526678288227595,-0.6840078623298272,1502
binance_futures,btc_only,buy_hold,5,90,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,btc_only,buy_hold,10,60,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,btc_only,buy_hold,20,30,50,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,btc_only,kama_only,5,90,30,-0.6175366035899839,-0.1337929508428419,-0.8845628035585653,430
binance_futures,btc_only,kama_only,10,60,30,-0.17129879802904288,0.10568934144355935,-0.7155289232768343,320
binance_futures,btc_only,kama_only,20,30,50,0.8735046247705978,0.3715813412372408,-0.6498364390202879,230
binance_futures,btc_only,tsmom_only,5,90,30,2.4719081929236877,0.5556221502371005,-0.6214310751113046,80
binance_futures,btc_only,tsmom_only,10,60,30,5.6877484938670095,0.7597067220253884,-0.6456230088171319,104
binance_futures,btc_only,tsmom_only,20,30,50,5.720311278711448,0.7771372376556789,-0.5728904514350832,176
binance_futures,btc_only,kama_or_tsmom,5,90,30,0.43399785690713816,0.31336395770600634,-0.8365366861141643,226
binance_futures,btc_only,kama_or_tsmom,10,60,30,2.5875314658123147,0.550330696029411,-0.8033435934756981,192
binance_futures,btc_only,kama_or_tsmom,20,30,50,3.6969584876272763,0.6402891172433599,-0.6692338152195155,198
binance_futures,btc_only,kama_and_tsmom,5,90,30,-0.07400294003692762,0.10997169836361285,-0.7150453297232762,284
binance_futures,btc_only,kama_and_tsmom,10,60,30,0.6014632279504942,0.3208430517418594,-0.5348005718165212,226
binance_futures,btc_only,kama_and_tsmom,20,30,50,1.7129327831332215,0.5127775771876981,-0.5478431371296801,206
binance_futures,btc_only,or_loose,5,90,30,1.1405716584311671,0.4140256730681122,-0.6837994432102303,228
binance_futures,btc_only,or_loose,10,60,30,3.0576022237548015,0.6207868724762347,-0.592720411650254,202
binance_futures,btc_only,or_loose,20,30,50,11.47876131522891,0.9696591526047335,-0.6202529044154511,130
binance_futures,top5,buy_hold,5,90,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top5,buy_hold,10,60,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top5,buy_hold,20,30,50,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top5,kama_only,5,90,30,-0.739050550435873,0.014726280974855548,-0.9458587202625208,1251
binance_futures,top5,kama_only,10,60,30,0.8408371007192073,0.3971246091204935,-0.8372971018064713,756
binance_futures,top5,kama_only,20,30,50,2.8892621096084863,0.5361681037868483,-0.9303952886101206,526
binance_futures,top5,tsmom_only,5,90,30,0.7303771802465245,0.4008649144328928,-0.8661446063680408,164
binance_futures,top5,tsmom_only,10,60,30,0.5432637249813969,0.37654073248910946,-0.8733527619269574,280
binance_futures,top5,tsmom_only,20,30,50,10.733847975648324,0.7817125379755641,-0.6645927863579825,396
binance_futures,top5,kama_or_tsmom,5,90,30,-0.20279856701627233,0.2675006590721056,-0.9160662134995196,595
binance_futures,top5,kama_or_tsmom,10,60,30,6.482532108338716,0.660601369708922,-0.8167311347112726,358
binance_futures,top5,kama_or_tsmom,20,30,50,3.672154361620327,0.5786966429178935,-0.7873679834807008,428
binance_futures,top5,kama_and_tsmom,5,90,30,0.16500406199588943,0.2953890316133658,-0.8331533093537128,796
binance_futures,top5,kama_and_tsmom,10,60,30,0.27702854061318577,0.3094285780075585,-0.920532922413941,588
binance_futures,top5,kama_and_tsmom,20,30,50,3.5396779861891816,0.5678168300507481,-0.8923532397386592,502
binance_futures,top5,or_loose,5,90,30,11.018426979019647,0.8335525641857539,-0.6501898997318644,972
binance_futures,top5,or_loose,10,60,30,18.09421858024956,0.9373534468269992,-0.5924562022662097,804
binance_futures,top5,or_loose,20,30,50,20.404830581920518,0.9962182729769993,-0.6543744314719174,464
binance_futures,top10,buy_hold,5,90,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top10,buy_hold,10,60,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top10,buy_hold,20,30,50,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top10,kama_only,5,90,30,0.4520024850839391,0.38081427372516224,-0.9033096148389337,1549
binance_futures,top10,kama_only,10,60,30,15.17326824132042,0.7757180188209896,-0.8435494882139964,978
binance_futures,top10,kama_only,20,30,50,19.58055069125276,0.8098147240672018,-0.9456506478553032,634
binance_futures,top10,tsmom_only,5,90,30,-0.3684139487856048,0.21999616998317362,-0.8902265268035073,190
binance_futures,top10,tsmom_only,10,60,30,2.0302128524718257,0.510334406265273,-0.8359855603081251,304
binance_futures,top10,tsmom_only,20,30,50,14.006957001919549,0.8140914659555334,-0.6898933976889744,510
binance_futures,top10,kama_or_tsmom,5,90,30,-0.10521444061779421,0.29359495619992193,-0.9092042092480598,717
binance_futures,top10,kama_or_tsmom,10,60,30,39.789854394125896,0.8585547189437319,-0.8708631884695144,508
binance_futures,top10,kama_or_tsmom,20,30,50,9.424561728772975,0.7186977223338388,-0.8949469072101817,494
binance_futures,top10,kama_and_tsmom,5,90,30,2.243418741981565,0.5057085180831541,-0.8725204410112029,1010
binance_futures,top10,kama_and_tsmom,10,60,30,1.8097444013435984,0.4736087076578181,-0.9197073907062261,752
binance_futures,top10,kama_and_tsmom,20,30,50,24.24422701226436,0.8672077828789945,-0.7830275744959633,602
binance_futures,top10,or_loose,5,90,30,6.35526086681816,0.7131096825364747,-0.7000850432610155,1384
binance_futures,top10,or_loose,10,60,30,17.25276939321953,0.9211065522446921,-0.5956258757586378,1130
binance_futures,top10,or_loose,20,30,50,88.326278289858,1.0106200713472062,-0.614294535915589,672
binance_futures,top20,buy_hold,5,90,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top20,buy_hold,10,60,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top20,buy_hold,20,30,50,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top20,kama_only,5,90,30,5.733373463020145,0.5752324328760795,-0.9629944040157514,2086
binance_futures,top20,kama_only,10,60,30,33.291852574294765,0.7292202754259006,-0.9298796150026166,1225
binance_futures,top20,kama_only,20,30,50,12.863036947473889,0.7337653929646551,-0.9566839481558914,889
binance_futures,top20,tsmom_only,5,90,30,0.239530654691155,0.36760427168599524,-0.877647459310842,258
binance_futures,top20,tsmom_only,10,60,30,12.810654109941845,0.7557711901788715,-0.835301853211176,365
binance_futures,top20,tsmom_only,20,30,50,43.68382743479251,0.8234085851210693,-0.8516350267710816,707
binance_futures,top20,kama_or_tsmom,5,90,30,0.6861246941634228,0.4074278414943285,-0.9489417082034683,994
binance_futures,top20,kama_or_tsmom,10,60,30,4.13689712792793,0.5959456822767606,-0.8560457982145792,657
binance_futures,top20,kama_or_tsmom,20,30,50,2.898268098078798,0.5550475383474093,-0.9103579770572794,677
binance_futures,top20,kama_and_tsmom,5,90,30,0.8937061565759971,0.4233205617824242,-0.9123619628602776,1248
binance_futures,top20,kama_and_tsmom,10,60,30,1.9387271747013248,0.5016907195252643,-0.9333889113164563,901
binance_futures,top20,kama_and_tsmom,20,30,50,246.19057544918837,0.9191438116074225,-0.9190078075312147,797
binance_futures,top20,or_loose,5,90,30,7.5596506513290445,0.7350823268963093,-0.7926838621856745,1992
binance_futures,top20,or_loose,10,60,30,12.823149153434086,0.8435039589532904,-0.7530423087313479,1638
binance_futures,top20,or_loose,20,30,50,58.82643741538956,1.0050066053723135,-0.6745823869256071,960
